,City,Country,Photo,Overall Score,Quality of life score,Family score,Cost/month (USD),Internet Mbps,Fun,Safety,Education level,English speaking,Walkability,Peace,Traffic safety,Hospitals,Happiness,Nightlife,Free WiFi in city,Places to work from,Friendly to foreigners,Freedom of speech,Racial tolerance,Female friendly,LGBTQ friendly,Startup Score,Best taxi app in country,Best wireless carrier,Tipping,Cashless society,Safe tap water,Population,Temperature (°C) Jan,Temperature (°C) Feb,Temperature (°C) Mar,Temperature (°C) Apr,Temperature (°C) May,Temperature (°C) Jun,Temperature (°C) Jul,Temperature (°C) Aug,Temperature (°C) Sep,Temperature (°C) Oct,Temperature (°C) Nov,Temperature (°C) Dec
728,Florence,Italy,https://nomadlist.com/assets/img/places/florence-italy-500px.jpg,3.33,4,3,3374.0,16.0,5.0,Good,4.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,5.0,4.0,2.0,1.0,4.0,3.0,MyTaxi,Vodafone,No,No,Yes,380000.0,8,13,16,18,19,29,31,32,26,22,15,13
729,"Billings, MT",United States,https://nomadlist.com/assets/img/places/billings-mt-united-states-500px.jpg,3.21,4,3,3262.0,31.0,3.0,Good,4.0,5.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,1.0,,4.0,5.0,3.0,5.0,3.0,Uber,ATT,No,Yes,Yes,110000.0,3,-9,4,13,15,24,28,28,20,11,6,2
730,"Allentown, PA",United States,https://nomadlist.com/assets/img/places/allentown-pa-united-states-500px.jpg,3.33,4,4,3177.0,63.0,3.0,Great,4.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,,4.0,3.0,4.0,5.0,3.0,Uber,Verizon,No,Yes,Yes,120000.0,1,3,7,16,22,25,29,28,25,17,9,4
731,Boracay,Philippines,https://nomadlist.com/assets/img/places/boracay-philippines-500px.jpg,3.27,3,3,1873.0,7.0,1.0,Good,3.0,3.0,3.0,2.0,3.0,,3.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,Grab,Globe,No,Yes,No,33000.0,28,28,29,30,31,31,30,29,30,30,29,28
732,Port Louis,Mauritius,https://nomadlist.com/assets/img/places/port-louis-mauritius-500px.jpg,3.34,3,3,2028.0,4.0,4.0,Good,3.0,3.0,5.0,4.0,3.0,,3.0,3.0,4.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0,,Mauritius,,,No,150000.0,30,30,30,29,27,26,25,25,25,26,28,30
733,Gaborone,Botswana,https://nomadlist.com/assets/img/places/gaborone-botswana-500px.jpg,3.33,3,3,1471.0,2.0,1.0,Okay,3.0,4.0,2.0,4.0,2.0,,1.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,,Mascom,,,No,230000.0,32,31,32,26,25,21,22,26,28,32,32,30
734,Santo Domingo,Dominican Republic,https://nomadlist.com/assets/img/places/santo-domingo-dominican-republic-500px.jpg,3.37,3,2,1433.0,11.0,5.0,Okay,3.0,2.0,5.0,3.0,1.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,,WIND,,,No,970000.0,27,28,28,28,29,30,30,30,31,30,29,29
735,"Tracy, CA",United States,https://nomadlist.com/assets/img/places/tracy-ca-united-states-500px.jpg,3.33,4,3,3369.0,69.0,3.0,Good,4.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,,4.0,4.0,4.0,5.0,3.0,Uber,TMobile,No,Yes,Yes,88000.0,15,12,16,22,23,30,31,32,29,24,20,13
736,"Scranton, PA",United States,https://nomadlist.com/assets/img/places/scranton-pa-united-states-500px.jpg,3.34,4,4,3160.0,79.0,3.0,Good,4.0,5.0,5.0,3.0,3.0,,4.0,3.0,4.0,,,4.0,3.0,4.0,5.0,3.0,Uber,Verizon,No,Yes,Yes,77000.0,0,1,5,16,20,23,27,25,22,16,7,3
737,Antwerp,Belgium,https://nomadlist.com/assets/img/places/antwerp-belgium-500px.jpg,3.33,4,4,3476.0,80.0,4.0,Good,4.0,4.0,5.0,4.0,3.0,,4.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,3.0,Taxieu,Proximus,No,Yes,Yes,500000.0,6,11,11,15,15,22,22,22,18,14,8,8
738,Asuncion,Paraguay,https://nomadlist.com/assets/img/places/asuncion-paraguay-500px.jpg,3.33,3,2,1526.0,6.0,3.0,Okay,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,4.0,2.0,3.0,1.0,2.0,,Tigo,No,No,No,510000.0,35,32,30,27,23,25,20,25,26,28,33,32
739,Mui Ne,Vietnam,https://nomadlist.com/assets/img/places/mui-ne-vietnam-500px.jpg,3.34,3,2,852.0,10.0,3.0,Good,2.0,2.0,5.0,3.0,2.0,,2.0,2.0,3.0,5.0,4.0,1.0,3.0,3.0,2.0,2.0,Grab,Viettel,No,Yes,No,25000.0,29,30,31,32,32,32,31,31,30,31,30,29
740,"Yuba City, CA",United States,https://nomadlist.com/assets/img/places/yuba-city-ca-united-states-500px.jpg,3.36,4,3,3161.0,79.0,3.0,Good,4.0,5.0,5.0,3.0,3.0,,4.0,3.0,4.0,1.0,,4.0,4.0,4.0,5.0,3.0,Uber,TMobile,No,Yes,Yes,66000.0,12,11,14,21,22,30,31,33,30,23,20,12
741,"Grand Forks, ND",United States,https://nomadlist.com/assets/img/places/grand-forks-nd-united-states-500px.jpg,3.4,4,4,3210.0,34.0,3.0,Good,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,,4.0,5.0,3.0,5.0,3.0,Uber,Verizon,No,Yes,Yes,56000.0,-12,-18,-2,7,15,23,26,23,20,7,0,-7
742,Kigali,Rwanda,https://nomadlist.com/assets/img/places/kigali-rwanda-500px.jpg,3.14,3,3,1144.0,2.0,3.0,Good,2.0,4.0,5.0,3.0,2.0,2.0,1.0,3.0,4.0,5.0,4.0,3.0,,4.0,2.0,3.0,,MTN,,No,No,860000.0,26,26,26,25,23,24,25,26,26,23,24,24
743,Baku,Azerbaijan,https://nomadlist.com/assets/img/places/baku-azerbaijan-500px.jpg,3.34,3,2,1207.0,6.0,3.0,Good,3.0,2.0,5.0,2.0,3.0,,3.0,1.0,2.0,5.0,4.0,2.0,,2.0,2.0,2.0,Taxify,Azercell,,,No,2200000.0,10,8,10,15,23,30,29,28,25,21,14,11
744,Dnipro,Ukraine,https://nomadlist.com/assets/img/places/dnipro-ukraine-500px.jpg,3.38,3,2,1064.0,25.0,1.0,Okay,4.0,2.0,5.0,1.0,3.0,2.0,1.0,3.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,2.0,Uber,Vodafone,No,Yes,No,990000.0,-1,1,10,16,22,28,27,31,25,16,7,7
745,Guwahati,India,https://nomadlist.com/assets/img/places/guwahati-india-500px.jpg,3.31,3,2,1143.0,7.0,3.0,Great,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,1.0,3.0,1.0,2.0,Ola,AirTel,No,No,No,810000.0,23,25,29,30,31,32,31,33,32,30,28,23
746,"Charleston, SC",United States,https://nomadlist.com/assets/img/places/charleston-sc-united-states-500px.jpg,3.29,4,4,3615.0,33.0,3.0,Good,4.0,5.0,5.0,3.0,3.0,5.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,Uber,TMobile,No,Yes,Yes,130000.0,14,18,18,23,27,29,31,30,29,25,17,17
747,Bucaramanga,Colombia,https://nomadlist.com/assets/img/places/bucaramanga-colombia-500px.jpg,3.32,3,2,812.0,8.0,3.0,Bad,3.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,,5.0,3.0,3.0,3.0,3.0,5.0,2.0,Tappsi,Claro,No,No,No,500000.0,27,27,27,26,25,26,25,25,25,24,25,25
748,"Waterloo, IA",United States,https://nomadlist.com/assets/img/places/waterloo-ia-united-states-500px.jpg,3.25,4,3,3488.0,34.0,3.0,Good,4.0,5.0,3.0,3.0,3.0,,4.0,3.0,4.0,,,4.0,5.0,3.0,5.0,3.0,Uber,T,No,Yes,Yes,68000.0,-3,-6,3,14,17,24,29,25,24,12,4,4
749,Jiaxing,China,https://nomadlist.com/assets/img/places/jiaxing-china-500px.jpg,3.35,3,2,1482.0,2.0,2.0,Great,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,Didi,China,No,No,No,880000.0,8,8,15,21,25,27,29,32,27,23,19,11
750,Port Said,Egypt,https://nomadlist.com/assets/img/places/port-said-egypt-500px.jpg,3.31,3,2,963.0,4.0,2.0,Good,3.0,2.0,5.0,2.0,2.0,,2.0,2.0,2.0,5.0,4.0,3.0,3.0,3.0,1.0,2.0,Careem,Mobinil,,Yes,No,570000.0,17,17,18,19,24,28,30,30,28,27,24,19
751,Grenoble,France,https://nomadlist.com/assets/img/places/grenoble-france-500px.jpg,3.32,4,3,3032.0,32.0,3.0,Good,4.0,3.0,5.0,3.0,3.0,,4.0,2.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,Uber,Orange,No,Yes,Yes,160000.0,4,14,16,17,21,28,29,30,23,21,11,8
752,"Springdale, AR",United States,https://nomadlist.com/assets/img/places/springdale-ar-united-states-500px.jpg,3.35,4,3,3361.0,51.0,3.0,Good,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,,4.0,4.0,4.0,5.0,3.0,Uber,Verizon,No,Yes,Yes,77000.0,6,8,13,21,23,26,29,29,29,19,12,11
753,"Lafayette, LA",United States,https://nomadlist.com/assets/img/places/lafayette-la-united-states-500px.jpg,3.41,4,3,3168.0,42.0,3.0,Good,4.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,,4.0,3.0,4.0,5.0,3.0,Uber,Verizon,No,Yes,Yes,130000.0,15,20,20,24,28,30,30,30,31,25,19,18
754,Amritsar,India,https://nomadlist.com/assets/img/places/amritsar-india-500px.jpg,3.31,3,3,848.0,7.0,4.0,Great,2.0,5.0,1.0,2.0,2.0,,2.0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,Ola,AirTel,No,No,No,970000.0,17,18,23,33,36,40,34,33,33,30,24,16
755,Karlsruhe,Germany,https://nomadlist.com/assets/img/places/karlsruhe-germany-500px.jpg,3.31,4,3,2621.0,22.0,3.0,Good,4.0,3.0,5.0,4.0,3.0,5.0,4.0,1.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,MyTaxi,simyo,No,No,Yes,310000.0,3,10,11,15,17,26,25,25,20,16,8,6
756,Vadodara,India,https://nomadlist.com/assets/img/places/vadodara-india-500px.jpg,3.31,3,2,741.0,7.0,4.0,Good,2.0,4.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,5.0,4.0,3.0,1.0,2.0,2.0,3.0,Ola,AirTel,No,No,No,1300000.0,26,29,33,38,38,35,32,29,29,31,31,28
757,Iasi,Romania,https://nomadlist.com/assets/img/places/iasi-romania-500px.jpg,3.32,3,3,1310.0,39.0,3.0,Good,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,Uber,Orange,No,Yes,No,290000.0,-1,4,13,17,23,29,28,32,26,18,12,6
758,"Palma, Mallorca",Spain,https://nomadlist.com/assets/img/places/palma-mallorca-spain-500px.jpg,3.32,4,3,3119.0,33.0,5.0,Good,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,5.0,3.0,Uber,Tuenti,No,Yes,Yes,410000.0,14,16,17,18,21,25,30,30,27,24,16,17
759,"Visalia, CA",United States,https://nomadlist.com/assets/img/places/visalia-ca-united-states-500px.jpg,3.32,4,3,2811.0,69.0,3.0,Good,4.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,1.0,,4.0,4.0,3.0,5.0,3.0,Uber,TMobile,No,Yes,Yes,130000.0,14,12,17,23,23,31,33,34,31,25,22,14
760,Antigua,Guatemala,https://nomadlist.com/assets/img/places/antigua-guatemala-500px.jpg,3.32,3,2,1190.0,3.0,5.0,Bad,2.0,2.0,5.0,3.0,3.0,,4.0,3.0,3.0,5.0,5.0,3.0,3.0,2.0,1.0,2.0,,TIGO,No,,No,80000.0,23,24,24,24,23,23,23,23,22,21,23,23
761,"Lodi, CA",United States,https://nomadlist.com/assets/img/places/lodi-ca-united-states-500px.jpg,3.31,3,3,3259.0,78.0,3.0,Okay,4.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,,,4.0,4.0,3.0,5.0,3.0,Uber,TMobile,No,Yes,Yes,65000.0,14,11,15,22,22,29,31,31,28,22,19,12
762,"Victoria, TX",United States,https://nomadlist.com/assets/img/places/victoria-tx-united-states-500px.jpg,3.31,4,3,3379.0,36.0,3.0,Good,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,,4.0,4.0,2.0,5.0,3.0,Uber,TMobile,No,Yes,Yes,66000.0,17,18,22,26,29,32,33,34,32,28,22,19
763,Gold Coast,Australia,https://nomadlist.com/assets/img/places/gold-coast-australia-500px.jpg,3.31,4,3,2704.0,11.0,3.0,Good,5.0,3.0,3.0,4.0,3.0,,5.0,3.0,1.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,Uber,Optus,No,Yes,Yes,540000.0,29,28,28,24,23,20,20,21,23,24,26,27
764,"Pharr, TX",United States,https://nomadlist.com/assets/img/places/pharr-tx-united-states-500px.jpg,3.34,3,3,3196.0,45.0,3.0,Good,4.0,5.0,5.0,3.0,3.0,,4.0,3.0,4.0,1.0,,4.0,4.0,4.0,5.0,3.0,Uber,TMobile,No,Yes,Yes,77000.0,20,23,26,29,33,33,34,36,33,31,25,23
765,Novosibirsk,Russia,https://nomadlist.com/assets/img/places/novosibirsk-russia-500px.jpg,3.31,3,2,1196.0,14.0,1.0,Okay,4.0,2.0,5.0,1.0,2.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,1.0,2.0,Yandex,Megafon,No,Yes,No,1500000.0,-11,-10,-1,6,14,19,23,23,16,9,-10,-6
766,Lille,France,https://nomadlist.com/assets/img/places/lille-france-500px.jpg,3.31,4,3,3050.0,44.0,5.0,Good,4.0,3.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,Uber,Longstar,No,Yes,Yes,230000.0,5,10,11,14,15,22,23,22,19,15,9,8
767,"Honolulu, Hawaii",United States,https://nomadlist.com/assets/img/places/honolulu-hawaii-united-states-500px.jpg,3.29,4,4,,39.0,5.0,Good,4.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,Uber,TMobile,No,Yes,Yes,350000.0,25,23,24,26,27,28,29,30,30,29,27,26
768,Torreon,Mexico,https://nomadlist.com/assets/img/places/torreon-mexico-500px.jpg,3.31,3,2,1922.0,11.0,3.0,Okay,3.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,2.0,Uber,Telcel,No,No,No,610000.0,21,27,29,29,33,33,33,34,31,29,25,23
769,"Medan, Sumatra",Indonesia,https://nomadlist.com/assets/img/places/medan-sumatra-indonesia-500px.jpg,3.33,3,2,867.0,8.0,3.0,Good,3.0,2.0,1.0,3.0,2.0,,3.0,3.0,3.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,GoJEK,Telkomsel,No,No,No,2100000.0,30,31,32,32,32,32,32,32,31,31,30,30
770,Ipoh,Malaysia,https://nomadlist.com/assets/img/places/ipoh-malaysia-500px.jpg,3.3,3,2,1163.0,15.0,3.0,Good,3.0,2.0,5.0,4.0,2.0,3.0,4.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,Grab,Hotlink,No,No,No,660000.0,29,30,30,30,30,30,30,30,29,29,29,29
771,"Washington, DC",United States,https://nomadlist.com/assets/img/places/washington-dc-united-states-500px.jpg,3.32,4,4,,67.0,4.0,Good,4.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,Uber,Verizon,No,Yes,Yes,680000.0,4,7,9,20,25,28,31,29,28,19,10,8
772,"Bradenton, FL",United States,https://nomadlist.com/assets/img/places/bradenton-fl-united-states-500px.jpg,3.31,3,3,3412.0,51.0,3.0,Good,4.0,5.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,1.0,,4.0,4.0,4.0,5.0,3.0,Uber,TMobile,No,Yes,Yes,54000.0,19,24,24,26,29,30,30,30,31,29,24,24
773,Nizhny,Russia,https://nomadlist.com/assets/img/places/nizhny-russia-500px.jpg,3.31,3,2,1746.0,15.0,2.0,Okay,4.0,2.0,5.0,1.0,2.0,,3.0,4.0,2.0,5.0,4.0,3.0,2.0,3.0,1.0,2.0,Yandex,Megafon,No,Yes,No,1300000.0,-7,-3,1,8,20,23,20,17,14,10,2,0
774,Vitória,Brazil,https://nomadlist.com/assets/img/places/vitoria-brazil-500px.jpg,3.31,3,3,1030.0,10.0,3.0,Bad,3.0,2.0,5.0,3.0,2.0,2.0,4.0,3.0,2.0,5.0,3.0,4.0,3.0,2.0,5.0,2.0,Uber,Vivo,No,Yes,No,210000.0,31,32,31,29,28,26,25,24,27,27,27,29
775,Leipzig,Germany,https://nomadlist.com/assets/img/places/leipzig-germany-500px.jpg,3.31,4,3,2337.0,30.0,3.0,Good,4.0,2.0,5.0,4.0,3.0,5.0,4.0,3.0,,5.0,4.0,5.0,4.0,5.0,5.0,2.0,MyTaxi,Simyo,No,No,Yes,560000.0,3,9,9,16,15,25,22,24,19,16,8,6
776,"Coeur d'Alene, ID",United States,https://nomadlist.com/assets/img/places/coeur-dalene-id-united-states-500px.jpg,3.31,4,3,3521.0,45.0,3.0,Great,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,,4.0,5.0,3.0,5.0,3.0,Uber,ATT,No,Yes,Yes,49000.0,2,-3,6,12,19,22,25,26,19,10,6,3
777,Rzeszow,Poland,https://nomadlist.com/assets/img/places/rzeszow-poland-500px.jpg,3.31,3,3,1718.0,23.0,1.0,Good,4.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,Uber,Orange,No,Yes,Yes,180000.0,-1,5,10,13,17,25,23,26,18,16,8,4
778,"McAllen, TX",United States,https://nomadlist.com/assets/img/places/mcallen-tx-united-states-500px.jpg,3.4,3,3,3076.0,52.0,3.0,Good,4.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,,4.0,4.0,3.0,5.0,3.0,Uber,TMobile,No,Yes,Yes,140000.0,20,23,26,29,32,34,35,36,33,31,25,23
779,Oranjestad,Aruba,https://nomadlist.com/assets/img/places/oranjestad-aruba-500px.jpg,3.31,4,3,3675.0,22.0,3.0,Great,,5.0,2.0,,3.0,2.0,,2.0,3.0,5.0,4.0,,3.0,2.0,2.0,3.0,,Digicel,,,No,28000.0,29,30,30,31,31,32,31,33,33,32,31,31
780,"Olympia, WA",United States,https://nomadlist.com/assets/img/places/olympia-wa-united-states-500px.jpg,3.3,4,3,3489.0,49.0,3.0,Good,4.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,,4.0,5.0,3.0,5.0,3.0,Uber,ATT,No,Yes,Yes,50000.0,8,5,12,14,19,20,23,24,20,14,11,8
781,Raipur,India,https://nomadlist.com/assets/img/places/raipur-india-500px.jpg,3.3,3,2,675.0,8.0,4.0,Good,2.0,3.0,1.0,2.0,2.0,,2.0,1.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,Ola,Airtel,No,No,No,1100000.0,27,29,34,39,40,37,32,30,31,31,29,27
782,Trento,Italy,https://nomadlist.com/assets/img/places/trento-italy-500px.jpg,3.3,4,3,2723.0,17.0,4.0,Good,4.0,3.0,5.0,3.0,3.0,1.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,5.0,3.0,3.0,MyTaxi,Wind,No,No,Yes,120000.0,6,12,14,15,16,26,27,28,23,20,10,7
783,"Winston, NC",United States,https://nomadlist.com/assets/img/places/winston-nc-united-states-500px.jpg,3.25,4,4,3231.0,38.0,3.0,Good,4.0,5.0,5.0,3.0,3.0,,4.0,3.0,4.0,,,4.0,4.0,4.0,5.0,3.0,Uber,TMobile,No,Yes,Yes,250000.0,11,13,14,22,27,28,31,30,29,22,13,12
784,"Mission, TX",United States,https://nomadlist.com/assets/img/places/mission-tx-united-states-500px.jpg,3.3,3,3,3285.0,38.0,3.0,Good,4.0,5.0,5.0,3.0,3.0,2.0,4.0,3.0,4.0,1.0,,4.0,4.0,3.0,5.0,3.0,Uber,TMobile,No,Yes,Yes,83000.0,19,23,26,29,33,34,35,36,33,31,25,23
785,Malacca,Malaysia,https://nomadlist.com/assets/img/places/malacca-malaysia-500px.jpg,3.3,3,2,985.0,17.0,3.0,Good,3.0,2.0,5.0,4.0,2.0,,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,Grab,Hotlink,No,No,No,870000.0,31,32,32,32,32,31,31,31,31,30,30,30
786,Nijmegen,Netherlands,https://nomadlist.com/assets/img/places/nijmegen-netherlands-500px.jpg,3.3,4,4,3411.0,35.0,3.0,Good,4.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,Uber,Lebara,No,No,Yes,170000.0,5,10,10,15,14,22,21,22,18,14,8,7
787,Manama,Bahrain,https://nomadlist.com/assets/img/places/manama-bahrain-500px.jpg,3.3,3,3,1978.0,8.0,4.0,Great,3.0,4.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,,4.0,1.0,3.0,Careem,Batelco,,,No,150000.0,22,21,23,27,33,37,36,37,36,33,27,23
788,"Faro, Algarve",Portugal,https://nomadlist.com/assets/img/places/faro-algarve-portugal-500px.jpg,3.3,4,3,2419.0,3.0,,Okay,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,5.0,4.0,4.0,5.0,2.0,Uber,Vodafone,No,Yes,Yes,450000.0,15,17,18,18,23,23,24,26,25,21,18,16
789,Fuzhou,China,https://nomadlist.com/assets/img/places/fuzhou-china-500px.jpg,3.3,3,2,1317.0,2.0,2.0,Good,3.0,2.0,5.0,3.0,2.0,,3.0,3.0,2.0,5.0,3.0,1.0,1.0,3.0,3.0,2.0,Didi,China,No,No,No,1000000.0,16,16,20,26,25,29,32,33,30,26,24,18
790,Palermo,Italy,https://nomadlist.com/assets/img/places/palermo-italy-500px.jpg,3.3,4,3,2369.0,30.0,3.0,Good,4.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,1.0,3.0,MyTaxi,TIM,No,No,Yes,670000.0,8,12,15,16,18,31,30,29,25,22,14,14
791,Khartoum,Sudan,https://nomadlist.com/assets/img/places/khartoum-sudan-500px.jpg,3.3,2,2,1246.0,1.0,2.0,Okay,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,5.0,4.0,2.0,,2.0,1.0,2.0,,Sudatel,,,No,640000.0,31,32,33,37,38,38,37,33,37,36,33,30
792,"Rapid City, SD",United States,https://nomadlist.com/assets/img/places/rapid-city-sd-united-states-500px.jpg,3.3,3,3,2976.0,37.0,3.0,Good,4.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,,4.0,5.0,1.0,5.0,3.0,Uber,Verizon,No,Yes,Yes,73000.0,1,-10,3,12,11,22,26,25,23,9,7,3
793,Galway,Ireland,https://nomadlist.com/assets/img/places/galway-ireland-500px.jpg,3.3,4,4,3851.0,22.0,4.0,Good,4.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,MyTaxi,Vodafone,,Yes,Yes,80000.0,9,10,11,12,16,16,18,18,16,14,10,9
794,"Fresno, CA",United States,https://nomadlist.com/assets/img/places/fresno-ca-united-states-500px.jpg,3.3,4,4,2990.0,62.0,2.0,Good,4.0,5.0,5.0,3.0,3.0,5.0,4.0,2.0,5.0,3.0,5.0,4.0,4.0,3.0,5.0,3.0,Uber,TMobile,No,Yes,Yes,520000.0,15,12,17,23,23,31,34,34,30,24,21,13
795,"Beaverton, OR",United States,https://nomadlist.com/assets/img/places/beaverton-or-united-states-500px.jpg,3.3,4,4,3628.0,37.0,3.0,Good,4.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,,4.0,5.0,4.0,5.0,3.0,Uber,TMobile,No,Yes,Yes,94000.0,8,6,12,15,19,21,24,25,20,15,11,8
796,Rabat,Morocco,https://nomadlist.com/assets/img/places/rabat-morocco-500px.jpg,3.3,3,2,2056.0,16.0,4.0,Good,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,5.0,4.0,3.0,2.0,4.0,2.0,2.0,Uber,IAM,,No,No,580000.0,17,18,20,19,23,23,23,25,25,24,19,19
797,"Corvallis, OR",United States,https://nomadlist.com/assets/img/places/corvallis-or-united-states-500px.jpg,3.3,4,4,3647.0,44.0,3.0,Great,4.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,,4.0,5.0,4.0,5.0,3.0,Uber,TMobile,No,Yes,Yes,57000.0,8,6,11,14,18,22,24,25,20,14,11,7
798,San Pedro de Atacama,Chile,https://nomadlist.com/assets/img/places/san-pedro-de-atacama-chile-500px.jpg,3.29,3,3,1835.0,17.0,2.0,Good,4.0,2.0,3.0,4.0,3.0,,4.0,3.0,2.0,1.0,,4.0,4.0,2.0,2.0,2.0,Uber,Movistar,No,Yes,No,2500.0,22,22,22,20,17,17,17,19,21,22,25,25
799,Liberia,Costa Rica,https://nomadlist.com/assets/img/places/liberia-costa-rica-500px.jpg,3.29,3,2,1205.0,7.0,3.0,Okay,3.0,2.0,1.0,3.0,3.0,,5.0,3.0,4.0,1.0,4.0,5.0,2.0,2.0,5.0,2.0,,Movistar,No,No,No,57000.0,31,32,33,33,31,31,30,30,29,28,30,30
800,Luton,United Kingdom,https://nomadlist.com/assets/img/places/luton-united-kingdom-500px.jpg,3.29,4,3,3669.0,24.0,4.0,Great,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,Uber,EE,No,Yes,Yes,210000.0,4,9,10,12,14,16,20,20,17,13,7,7
801,"Sioux City, IA",United States,https://nomadlist.com/assets/img/places/sioux-city-ia-united-states-500px.jpg,3.29,4,4,3121.0,36.0,3.0,Good,4.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,,4.0,5.0,3.0,5.0,3.0,Uber,ATT,No,Yes,Yes,82000.0,-2,-7,4,13,17,25,28,25,25,11,6,0
802,Tampere,Finland,https://nomadlist.com/assets/img/places/tampere-finland-500px.jpg,3.29,4,4,3261.0,30.0,4.0,Good,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,,Elisa,No,No,Yes,230000.0,-6,1,2,11,13,19,19,20,12,5,2,2
803,Lubumbashi,DR Congo,https://nomadlist.com/assets/img/places/lubumbashi-dr-congo-500px.jpg,3.29,2,2,1459.0,2.0,1.0,Bad,2.0,3.0,5.0,1.0,2.0,,,1.0,2.0,1.0,3.0,,2.0,1.0,1.0,2.0,,Vodacom,,,No,1800000.0,23,25,25,25,24,21,23,25,28,29,27,23
